dplankwooden,minecraft:planks,1
dplankwood,minecraft:planks,1
dplankw,minecraft:planks,1
spruceplank,minecraft:planks,1
sprucewoodenplank,minecraft:planks,1
sprucewoodplank,minecraft:planks,1
sprucewplank,minecraft:planks,1
spruceplankwooden,minecraft:planks,1
spruceplankwood,minecraft:planks,1
spruceplankw,minecraft:planks,1
splank,minecraft:planks,1
swoodenplank,minecraft:planks,1
swoodplank,minecraft:planks,1
swplank,minecraft:planks,1
splankwooden,minecraft:planks,1
splankwood,minecraft:planks,1
splankw,minecraft:planks,1
birchplank,minecraft:planks,2
birchwoodenplank,minecraft:planks,2
birchwoodplank,minecraft:planks,2
birchwplank,minecraft:planks,2
birchplankwooden,minecraft:planks,2
birchplankwood,minecraft:planks,2
birchplankw,minecraft:planks,2
bplank,minecraft:planks,2
bwoodenplank,minecraft:planks,2
bwoodplank,minecraft:planks,2
bwplank,minecraft:planks,2
bplankwooden,minecraft:planks,2
bplankwood,minecraft:planks,2
bplankw,minecraft:planks,2
lightplank,minecraft:planks,2
lightwoodenplank,minecraft:planks,2
lightwoodplank,minecraft:planks,2
lightwplank,minecraft:planks,2
lightplankwooden,minecraft:planks,2
lightplankwood,minecraft:planks,2
lightplankw,minecraft:planks,2
lplank,minecraft:planks,2
lwoodenplank,minecraft:planks,2
lwoodplank,minecraft:planks,2
lwplank,minecraft:planks,2
lplankwooden,minecraft:planks,2
lplankwood,minecraft:planks,2
lplankw,minecraft:planks,2
whiteplank,minecraft:planks,2
whitewoodenplank,minecraft:planks,2
whitewoodplank,minecraft:planks,2
whitewplank,minecraft:planks,2
whiteplankwooden,minecraft:planks,2
whiteplankwood,minecraft:planks,2
whiteplankw,minecraft:planks,2
wwoodenplank,minecraft:planks,2
wwoodplank,minecraft:planks,2
wwplank,minecraft:planks,2
wplankwooden,minecraft:planks,2
wplankwood,minecraft:planks,2
wplankw,minecraft:planks,2
jungleplank,minecraft:planks,3
junglewoodenplank,minecraft:planks,3
junglewoodplank,minecraft:planks,3
junglewplank,minecraft:planks,3
jungleplankwooden,minecraft:planks,3
jungleplankwood,minecraft:planks,3
jungleplankw,minecraft:planks,3
jplank,minecraft:planks,3
jwoodenplank,minecraft:planks,3
jwoodplank,minecraft:planks,3
jwplank,minecraft:planks,3
jplankwooden,minecraft:planks,3
jplankwood,minecraft:planks,3
jplankw,minecraft:planks,3
forestplank,minecraft:planks,3
forestwoodenplank,minecraft:planks,3
forestwoodplank,minecraft:planks,3
forestwplank,minecraft:planks,3
forestplankwooden,minecraft:planks,3
forestplankwood,minecraft:planks,3
forestplankw,minecraft:planks,3
fplank,minecraft:planks,3
fwoodenplank,minecraft:planks,3
fwoodplank,minecraft:planks,3
fwplank,minecraft:planks,3
fplankwooden,minecraft:planks,3
fplankwood,minecraft:planks,3
fplankw,minecraft:planks,3
acaciaplank,minecraft:planks,4
acaciawoodenplank,minecraft:planks,4
acaciawoodplank,minecraft:planks,4
acaciawplank,minecraft:planks,4
acaciaplankwooden,minecraft:planks,4
acaciaplankwood,minecraft:planks,4
acaciaplankw,minecraft:planks,4
aplank,minecraft:planks,4
awoodenplank,minecraft:planks,4
awoodplank,minecraft:planks,4
awplank,minecraft:planks,4
aplankwooden,minecraft:planks,4
aplankwood,minecraft:planks,4
aplankw,minecraft:planks,4
darkoakplank,minecraft:planks,5
darkoakwoodenplank,minecraft:planks,5
darkoakwoodplank,minecraft:planks,5
darkoakwplank,minecraft:planks,5
darkoakplankwooden,minecraft:planks,5
darkoakplankwood,minecraft:planks,5
darkoakplankw,minecraft:planks,5
doakplank,minecraft:planks,5
doakwoodenplank,minecraft:planks,5
doakwoodplank,minecraft:planks,5
doakwplank,minecraft:planks,5
doakplankwooden,minecraft:planks,5
doakplankwood,minecraft:planks,5
doakplankw,minecraft:planks,5
doplank,minecraft:planks,5
dowoodenplank,minecraft:planks,5
dowoodplank,minecraft:planks,5
dowplank,minecraft:planks,5
doplankwooden,minecraft:planks,5
doplankwood,minecraft:planks,5
doplankw,minecraft:planks,5
sapling,minecraft:sapling,0
treesapling,minecraft:sapling,0
logsapling,minecraft:sapling,0
trunksapling,minecraft:sapling,0
woodsapling,minecraft:sapling,0
oaktreesapling,minecraft:sapling,0
oaklogsapling,minecraft:sapling,0
oaktrunksapling,minecraft:sapling,0
oakwoodsapling,minecraft:sapling,0
osapling,minecraft:sapling,0
otreesapling,minecraft:sapling,0
ologsapling,minecraft:sapling,0
otrunksapling,minecraft:sapling,0
owoodsapling,minecraft:sapling,0
darksapling,minecraft:sapling,1
darktreesapling,minecraft:sapling,1
darklogsapling,minecraft:sapling,1
darktrunksapling,minecraft:sapling,1
darkwoodsapling,minecraft:sapling,1
sprucesapling,minecraft:sapling,1
sprucetreesapling,minecraft:sapling,1
sprucelogsapling,minecraft:sapling,1
sprucetrunksapling,minecraft:sapling,1
sprucewoodsapling,minecraft:sapling,1
pinesapling,minecraft:sapling,1
pinetreesapling,minecraft:sapling,1
pinelogsapling,minecraft:sapling,1
pinetrunksapling,minecraft:sapling,1
pinewoodsapling,minecraft:sapling,1
dsapling,minecraft:sapling,1
dtreesapling,minecraft:sapling,1
dlogsapling,minecraft:sapling,1
dtrunksapling,minecraft:sapling,1
dwoodsapling,minecraft:sapling,1
ssapling,minecraft:sapling,1
streesapling,minecraft:sapling,1
slogsapling,minecraft:sapling,1
strunksapling,minecraft:sapling,1
swoodsapling,minecraft:sapling,1
psapling,minecraft:sapling,1
ptreesapling,minecraft:sapling,1
plogsapling,minecraft:sapling,1
ptrunksapling,minecraft:sapling,1
pwoodsapling,minecraft:sapling,1
birchsapling,minecraft:sapling,2
birchtreesapling,minecraft:sapling,2
birchlogsapling,minecraft:sapling,2
birchtrunksapling,minecraft:sapling,2
birchwoodsapling,minecraft:sapling,2
lightsapling,minecraft:sapling,2
lighttreesapling,minecraft:sapling,2
lightlogsapling,minecraft:sapling,2
lighttrunksapling,minecraft:sapling,2
lightwoodsapling,minecraft:sapling,2
whitesapling,minecraft:sapling,2
whitetreesapling,minecraft:sapling,2
whitelogsapling,minecraft:sapling,2
whitetrunksapling,minecraft:sapling,2
whitewoodsapling,minecraft:sapling,2
bsapling,minecraft:sapling,2
btreesapling,minecraft:sapling,2
blogsapling,minecraft:sapling,2
btrunksapling,minecraft:sapling,2
bwoodsapling,minecraft:sapling,2
lsapling,minecraft:sapling,2
ltreesapling,minecraft:sapling,2
llogsapling,minecraft:sapling,2
ltrunksapling,minecraft:sapling,2
lwoodsapling,minecraft:sapling,2
wsapling,minecraft:sapling,2
wtreesapling,minecraft:sapling,2
wlogsapling,minecraft:sapling,2
wtrunksapling,minecraft:sapling,2
wwoodsapling,minecraft:sapling,2
junglesapling,minecraft:sapling,3
jungletreesapling,minecraft:sapling,3
junglelogsapling,minecraft:sapling,3
jungletrunksapling,minecraft:sapling,3
junglewoodsapling,minecraft:sapling,3
forestsapling,minecraft:sapling,3
foresttreesapling,minecraft:sapling,3
forestlogsapling,minecraft:sapling,3
foresttrunksapling,minecraft:sapling,3
forestwoodsapling,minecraft:sapling,3
jsapling,minecraft:sapling,3
jtreesapling,minecraft:sapling,3
jlogsapling,minecraft:sapling,3
jtrunksapling,minecraft:sapling,3
jwoodsapling,minecraft:sapling,3
fsapling,minecraft:sapling,3
ftreesapling,minecraft:sapling,3
flogsapling,minecraft:sapling,3
ftrunksapling,minecraft:sapling,3
fwoodsapling,minecraft:sapling,3
acaciasapling,minecraft:sapling,4
acaciatreesapling,minecraft:sapling,4
acacialogsapling,minecraft:sapling,4
acaciatrunksapling,minecraft:sapling,4
acaciawoodsapling,minecraft:sapling,4
asapling,minecraft:sapling,4
atreesapling,minecraft:sapling,4
alogsapling,minecraft:sapling,4
atrunksapling,minecraft:sapling,4
awoodsapling,minecraft:sapling,4
darkoaksapling,minecraft:sapling,5
darkoaktreesapling,minecraft:sapling,5
darkoaklogsapling,minecraft:sapling,5
darkoaktrunksapling,minecraft:sapling,5
darkoakwoodsapling,minecraft:sapling,5
doaksapling,minecraft:sapling,5
doaktreesapling,minecraft:sapling,5
doaklogsapling,minecraft:sapling,5
doaktrunksapling,minecraft:sapling,5
dosapling,minecraft:sapling,5
dowoodsapling,minecraft:sapling,5
dotreesapling,minecraft:sapling,5
dologsapling,minecraft:sapling,5
dotrunksapling,minecraft:sapling,5
bedrock,minecraft:bedrock,0
oprock,minecraft:bedrock,0
opblock,minecraft:bedrock,0
adminblock,minecraft:bedrock,0
adminrock,minecraft:bedrock,0
adminium,minecraft:bedrock,0
water,minecraft:flowing_water,0
stationarywater,minecraft:water,0
stillwater,minecraft:water,0
swater,minecraft:water,0
lava,minecraft:flowing_lava,0
stationarylava,minecraft:lava,0
stilllava,minecraft:lava,0
slava,minecraft:lava,0
sand,minecraft:sand,0
redsand,minecraft:sand,1
rsand,minecraft:sand,1
gravel,minecraft:gravel,0
goldore,minecraft:gold_ore,0
oregold,minecraft:gold_ore,0
gore,minecraft:gold_ore,0
oreg,minecraft:gold_ore,0
ogold,minecraft:gold_ore,0
goldo,minecraft:gold_ore,0
ironore,minecraft:iron_ore,0
oreiron,minecraft:iron_ore,0
irono,minecraft:iron_ore,0
oiron,minecraft:iron_ore,0
steelore,minecraft:iron_ore,0
oresteel,minecraft:iron_ore,0
steelo,minecraft:iron_ore,0
osteel,minecraft:iron_ore,0
iore,minecraft:iron_ore,0
orei,minecraft:iron_ore,0
sore,minecraft:iron_ore,0
ores,minecraft:iron_ore,0
coalore,minecraft:coal_ore,0
orecoal,minecraft:coal_ore,0
coalo,minecraft:coal_ore,0
ocoal,minecraft:coal_ore,0
core,minecraft:coal_ore,0
tree,minecraft:log,0
log,minecraft:log,0
trunk,minecraft:log,0
oak,minecraft:log,0
oaktree,minecraft:log,0
oaklog,minecraft:log,0
oaktrunk,minecraft:log,0
oakwood,minecraft:log,0
otree,minecraft:log,0
olog,minecraft:log,0
otrunk,minecraft:log,0
owood,minecraft:log,0
pine,minecraft:log,1
pinetree,minecraft:log,1
pinelog,minecraft:log,1
pinetrunk,minecraft:log,1
pinewood,minecraft:log,1
darktree,minecraft:log,1
darklog,minecraft:log,1
darktrunk,minecraft:log,1
darkwood,minecraft:log,1
spruce,minecraft:log,1
sprucetree,minecraft:log,1
sprucelog,minecraft:log,1
sprucetrunk,minecraft:log,1
sprucewood,minecraft:log,1
dtree,minecraft:log,1
dlog,minecraft:log,1
dtrunk,minecraft:log,1
dwood,minecraft:log,1
stree,minecraft:log,1
slog,minecraft:log,1
strunk,minecraft:log,1
swood,minecraft:log,1
ptree,minecraft:log,1
plog,minecraft:log,1
ptrunk,minecraft:log,1
pwood,minecraft:log,1
birch,minecraft:log,2
birchtree,minecraft:log,2
birchlog,minecraft:log,2
birchtrunk,minecraft:log,2
birchwood,minecraft:log,2
whitetree,minecraft:log,2
whitelog,minecraft:log,2
whitetrunk,minecraft:log,2
whitewood,minecraft:log,2
lighttree,minecraft:log,2
lightlog,minecraft:log,2
lighttrunk,minecraft:log,2
lightwood,minecraft:log,2
btree,minecraft:log,2
blog,minecraft:log,2
btrunk,minecraft:log,2
bwood,minecraft:log,2
wtree,minecraft:log,2
wlog,minecraft:log,2
wtrunk,minecraft:log,2
wwood,minecraft:log,2
ltree,minecraft:log,2
llog,minecraft:log,2
ltrunk,minecraft:log,2
lwood,minecraft:log,2
jungletree,minecraft:log,3
junglelog,minecraft:log,3
jungletrunk,minecraft:log,3
junglewood,minecraft:log,3
jungle,minecraft:log,3
forest,minecraft:log,3
foresttree,minecraft:log,3
forestlog,minecraft:log,3
foresttrunk,minecraft:log,3
forestwood,minecraft:log,3
jtree,minecraft:log,3
jlog,minecraft:log,3
jtrunk,minecraft:log,3
jwood,minecraft:log,3
ftree,minecraft:log,3
flog,minecraft:log,3
ftrunk,minecraft:log,3
fwood,minecraft:log,3
leaves,minecraft:leaves,0
leaf,minecraft:leaves,0
treeleaves,minecraft:leaves,0
logleaves,minecraft:leaves,0
trunkleaves,minecraft:leaves,0
woodleaves,minecraft:leaves,0
oakleaves,minecraft:leaves,0
oakleaf,minecraft:leaves,0
oleaves,minecraft:leaves,0
oleaf,minecraft:leaves,0
oaktreeleaves,minecraft:leaves,0
oaklogleaves,minecraft:leaves,0
oaktrunkleaves,minecraft:leaves,0
oakwoodleaves,minecraft:leaves,0
otreeleaves,minecraft:leaves,0
ologleaves,minecraft:leaves,0
otrunkleaves,minecraft:leaves,0
owoodleaves,minecraft:leaves,0
treeleaf,minecraft:leaves,0
logleaf,minecraft:leaves,0
trunkleaf,minecraft:leaves,0
woodleaf,minecraft:leaves,0
oaktreeleaf,minecraft:leaves,0
oaklogleaf,minecraft:leaves,0
oaktrunkleaf,minecraft:leaves,0
oakwoodleaf,minecraft:leaves,0
otreeleaf,minecraft:leaves,0
ologleaf,minecraft:leaves,0
otrunkleaf,minecraft:leaves,0
owoodleaf,minecraft:leaves,0
pineleaves,minecraft:leaves,1
pineleaf,minecraft:leaves,1
pleaves,minecraft:leaves,1
pleaf,minecraft:leaves,1
pinetreeleaves,minecraft:leaves,1
pinelogleaves,minecraft:leaves,1
pinetrunkleaves,minecraft:leaves,1
pinewoodleaves,minecraft:leaves,1
ptreeleaves,minecraft:leaves,1
plogleaves,minecraft:leaves,1
ptrunkleaves,minecraft:leaves,1
pwoodleaves,minecraft:leaves,1
spruceleaves,minecraft:leaves,1
spruceleaf,minecraft:leaves,1
sleaves,minecraft:leaves,1
sleaf,minecraft:leaves,1
sprucetreeleaves,minecraft:leaves,1
sprucelogleaves,minecraft:leaves,1
sprucetrunkleaves,minecraft:leaves,1
sprucewoodleaves,minecraft:leaves,1
streeleaves,minecraft:leaves,1
slogleaves,minecraft:leaves,1
strunkleaves,minecraft:leaves,1
swoodleaves,minecraft:leaves,1
darkleaves,minecraft:leaves,1
darkleaf,minecraft:leaves,1
dleaves,minecraft:leaves,1
dleaf,minecraft:leaves,1
darktreeleaves,minecraft:leaves,1
darklogleaves,minecraft:leaves,1
darktrunkleaves,minecraft:leaves,1
darkwoodleaves,minecraft:leaves,1
dtreeleaves,minecraft:leaves,1
dlogleaves,minecraft:leaves,1
dtrunkleaves,minecraft:leaves,1
dwoodleaves,minecraft:leaves,1
sprucetreeleaf,minecraft:leaves,1
sprucelogleaf,minecraft:leaves,1
sprucetrunkleaf,minecraft:leaves,1
sprucewoodleaf,minecraft:leaves,1
streeleaf,minecraft:leaves,1
slogleaf,minecraft:leaves,1
strunkleaf,minecraft:leaves,1
swoodleaf,minecraft:leaves,1
pinetreeleaf,minecraft:leaves,1
pinelogleaf,minecraft:leaves,1
pinetrunkleaf,minecraft:leaves,1
pinewoodleaf,minecraft:leaves,1
ptreeleaf,minecraft:leaves,1
plogleaf,minecraft:leaves,1
ptrunkleaf,minecraft:leaves,1
pwoodleaf,minecraft:leaves,1
darktreeleaf,minecraft:leaves,1
darklogleaf,minecraft:leaves,1
darktrunkleaf,minecraft:leaves,1
darkwoodleaf,minecraft:leaves,1
dtreeleaf,minecraft:leaves,1
dlogleaf,minecraft:leaves,1
dtrunkleaf,minecraft:leaves,1
dwoodleaf,minecraft:leaves,1
birchleaves,minecraft:leaves,2
birchleaf,minecraft:leaves,2
bleaves,minecraft:leaves,2
bleaf,minecraft:leaves,2
birchtreeleaves,minecraft:leaves,2
birchlogleaves,minecraft:leaves,2
birchtrunkleaves,minecraft:leaves,2
birchwoodleaves,minecraft:leaves,2
btreeleaves,minecraft:leaves,2
blogleaves,minecraft:leaves,2
btrunkleaves,minecraft:leaves,2
bwoodleaves,minecraft:leaves,2
lightleaves,minecraft:leaves,2
lightleaf,minecraft:leaves,2
lleaves,minecraft:leaves,2
lleaf,minecraft:leaves,2
lighttreeleaves,minecraft:leaves,2
lightlogleaves,minecraft:leaves,2
lighttrunkleaves,minecraft:leaves,2
lightwoodleaves,minecraft:leaves,2
ltreeleaves,minecraft:leaves,2
llogleaves,minecraft:leaves,2
ltrunkleaves,minecraft:leaves,2
lwoodleaves,minecraft:leaves,2
whiteleaves,minecraft:leaves,2
whiteleaf,minecraft:leaves,2
wleaves,minecraft:leaves,2
wleaf,minecraft:leaves,2
whitetreeleaves,minecraft:leaves,2
whitelogleaves,minecraft:leaves,2
whitetrunkleaves,minecraft:leaves,2
whitewoodleaves,minecraft:leaves,2
wtreeleaves,minecraft:leaves,2
wlogleaves,minecraft:leaves,2
wtrunkleaves,minecraft:leaves,2
wwoodleaves,minecraft:leaves,2
birchtreeleaf,minecraft:leaves,2
birchlogleaf,minecraft:leaves,2
birchtrunkleaf,minecraft:leaves,2
birchwoodleaf,minecraft:leaves,2
btreeleaf,minecraft:leaves,2
blogleaf,minecraft:leaves,2
btrunkleaf,minecraft:leaves,2
bwoodleaf,minecraft:leaves,2
lighttreeleaf,minecraft:leaves,2
lightlogleaf,minecraft:leaves,2
lighttrunkleaf,minecraft:leaves,2
lightwoodleaf,minecraft:leaves,2
ltreeleaf,minecraft:leaves,2
llogleaf,minecraft:leaves,2
ltrunkleaf,minecraft:leaves,2
lwoodleaf,minecraft:leaves,2
whitetreeleaf,minecraft:leaves,2
whitelogleaf,minecraft:leaves,2
whitetrunkleaf,minecraft:leaves,2
whitewoodleaf,minecraft:leaves,2
wtreeleaf,minecraft:leaves,2
wlogleaf,minecraft:leaves,2
wtrunkleaf,minecraft:leaves,2
wwoodleaf,minecraft:leaves,2
jungleleaves,minecraft:leaves,3
jungleleaf,minecraft:leaves,3
jleaves,minecraft:leaves,3
jleaf,minecraft:leaves,3
jungletreeleaves,minecraft:leaves,3
junglelogleaves,minecraft:leaves,3
jungletrunkleaves,minecraft:leaves,3
junglewoodleaves,minecraft:leaves,3
jtreeleaves,minecraft:leaves,3
jlogleaves,minecraft:leaves,3
jtrunkleaves,minecraft:leaves,3
jwoodleaves,minecraft:leaves,3
forestleaves,minecraft:leaves,3
forestleaf,minecraft:leaves,3
fleaves,minecraft:leaves,3
fleaf,minecraft:leaves,3
foresttreeleaves,minecraft:leaves,3
forestlogleaves,minecraft:leaves,3
foresttrunkleaves,minecraft:leaves,3
forestwoodleaves,minecraft:leaves,3
ftreeleaves,minecraft:leaves,3
flogleaves,minecraft:leaves,3
ftrunkleaves,minecraft:leaves,3
fwoodleaves,minecraft:leaves,3
jungletreeleaf,minecraft:leaves,3
junglelogleaf,minecraft:leaves,3
jungletrunkleaf,minecraft:leaves,3
junglewoodleaf,minecraft:leaves,3
jtreeleaf,minecraft:leaves,3
jlogleaf,minecraft:leaves,3
jtrunkleaf,minecraft:leaves,3
jwoodleaf,minecraft:leaves,3
foresttreeleaf,minecraft:leaves,3
forestlogleaf,minecraft:leaves,3
foresttrunkleaf,minecraft:leaves,3
forestwoodleaf,minecraft:leaves,3
ftreeleaf,minecraft:leaves,3
flogleaf,minecraft:leaves,3
ftrunkleaf,minecraft:leaves,3
fwoodleaf,minecraft:leaves,3
sponge,minecraft:sponge,0
glass,minecraft:glass,0
blockglass,minecraft:glass,0
glassblock,minecraft:glass,0
lapislazuliore,minecraft:lapis_ore,0
lapislazulio,minecraft:lapis_ore,0
orelapislazuli,minecraft:lapis_ore,0
olapislazuli,minecraft:lapis_ore,0
lapisore,minecraft:lapis_ore,0
lapiso,minecraft:lapis_ore,0
orelapis,minecraft:lapis_ore,0
olapis,minecraft:lapis_ore,0
lore,minecraft:lapis_ore,0
orel,minecraft:lapis_ore,0
lapislazuliblock,minecraft:lapis_block,0
blocklapislazuli,minecraft:lapis_block,0
lapisblock,minecraft:lapis_block,0
blocklapis,minecraft:lapis_block,0
lblock,minecraft:lapis_block,0
blockl,minecraft:lapis_block,0
dispenser,minecraft:dispenser,0
dispense,minecraft:dispenser,0
sandstone,minecraft:sandstone,0
sastone,minecraft:sandstone,0
creepersandstone,minecraft:sandstone,1
creepersastone,minecraft:sandstone,1
creepsandstone,minecraft:sandstone,1
creepsastone,minecraft:sandstone,1
csandstone,minecraft:sandstone,1
csastone,minecraft:sandstone,1
hieroglyphicsandstone,minecraft:sandstone,1
hieroglyphicsastone,minecraft:sandstone,1
hieroglyphsandstone,minecraft:sandstone,1
hieroglyphsastone,minecraft:sandstone,1
hsandstone,minecraft:sandstone,1
hsastone,minecraft:sandstone,1
pyramidsandstone,minecraft:sandstone,1
pyramidsastone,minecraft:sandstone,1
psandstone,minecraft:sandstone,1
psastone,minecraft:sandstone,1
chiseledsandstone,minecraft:sandstone,1
chiseledsastone,minecraft:sandstone,1
chiselsandstone,minecraft:sandstone,1
chiselsastone,minecraft:sandstone,1
smoothsandstone,minecraft:sandstone,2
smoothsastone,minecraft:sandstone,2
ssandstone,minecraft:sandstone,2
smsastone,minecraft:sandstone,2
ssastone,minecraft:sandstone,2
noteblock,minecraft:noteblock,0
musicblock,minecraft:noteblock,0
nblock,minecraft:noteblock,0
mblock,minecraft:noteblock,0
poweredtrack,minecraft:golden_rail,0
poweredrails,minecraft:golden_rail,0
poweredrail,minecraft:golden_rail,0
boostertrack,minecraft:golden_rail,0
boosterrails,minecraft:golden_rail,0
boosterrail,minecraft:golden_rail,0
powertrack,minecraft:golden_rail,0
powerrails,minecraft:golden_rail,0
powerrail,minecraft:golden_rail,0
boosttrack,minecraft:golden_rail,0
boostrails,minecraft:golden_rail,0
boostrail,minecraft:golden_rail,0
ptrack,minecraft:golden_rail,0
prails,minecraft:golden_rail,0
prail,minecraft:golden_rail,0
btrack,minecraft:golden_rail,0
brails,minecraft:golden_rail,0
brail,minecraft:golden_rail,0
detectortrack,minecraft:detector_rail,0
detectorrails,minecraft:detector_rail,0
detectorrail,minecraft:detector_rail,0
detectingtrack,minecraft:detector_rail,0
detectingrails,minecraft:detector_rail,0
detectingrail,minecraft:detector_rail,0
detecttrack,minecraft:detector_rail,0
detectrails,minecraft:detector_rail,0
detectrail,minecraft:detector_rail,0
dtrack,minecraft:detector_rail,0
drails,minecraft:detector_rail,0
drail,minecraft:detector_rail,0
stickypistonbase,minecraft:sticky_piston,0
stickypiston,minecraft:sticky_piston,0
stickpistonbase,minecraft:sticky_piston,0
stickpiston,minecraft:sticky_piston,0
stickyp,minecraft:sticky_piston,0
spistonbase,minecraft:sticky_piston,0
spiston,minecraft:sticky_piston,0
pistonstickybase,minecraft:sticky_piston,0
pistonsticky,minecraft:sticky_piston,0
pistonstickbase,minecraft:sticky_piston,0
pistonstick,minecraft:sticky_piston,0
pistonsbase,minecraft:sticky_piston,0
pistons,minecraft:sticky_piston,0
psticky,minecraft:sticky_piston,0
pstick,minecraft:sticky_piston,0
spiderweb,minecraft:web,0
cobweb,minecraft:web,0
sweb,minecraft:web,0
cweb,minecraft:web,0
web,minecraft:web,0
longgrass,minecraft:tallgrass,1
tallgrass,minecraft:tallgrass,1
wildgrass,minecraft:tallgrass,1
grasslong,minecraft:tallgrass,1
grasstall,minecraft:tallgrass,1
grasswild,minecraft:tallgrass,1
lgrass,minecraft:tallgrass,1
tgrass,minecraft:tallgrass,1
wgrass,minecraft:tallgrass,1
fern,minecraft:tallgrass,2
bush,minecraft:tallgrass,2
deadshrub,minecraft:deadbush,0
dshrub,minecraft:deadbush,0
deadbush,minecraft:deadbush,0
dbush,minecraft:deadbush,0
deadsapling,minecraft:deadbush,0
piston,minecraft:piston,0
pistonbase,minecraft:piston,0
pistonblock,minecraft:piston,0
whitewool,minecraft:wool,0
whitecloth,minecraft:wool,0
whitecotton,minecraft:wool,0
wcloth,minecraft:wool,0
wwool,minecraft:wool,0
wcotton,minecraft:wool,0
cloth,minecraft:wool,0
wool,minecraft:wool,0
cotton,minecraft:wool,0
orangewool,minecraft:wool,1
orangecloth,minecraft:wool,1
orangecotton,minecraft:wool,1
ocloth,minecraft:wool,1
owool,minecraft:wool,1
ocotton,minecraft:wool,1
magentawool,minecraft:wool,2
magentacloth,minecraft:wool,2
magentacotton,minecraft:wool,2
mcloth,minecraft:wool,2
mwool,minecraft:wool,2
mcotton,minecraft:wool,2
lightbluewool,minecraft:wool,3
lightbluecloth,minecraft:wool,3
lightbluecotton,minecraft:wool,3
lbluecloth,minecraft:wool,3
lbluewool,minecraft:wool,3
lbluecotton,minecraft:wool,3
lightblucloth,minecraft:wool,3
lightbluwool,minecraft:wool,3
lightblucotton,minecraft:wool,3
lblucloth,minecraft:wool,3
lbluwool,minecraft:wool,3
lblucotton,minecraft:wool,3
lbcloth,minecraft:wool,3
lbwool,minecraft:wool,3
lbcotton,minecraft:wool,3
yellowwool,minecraft:wool,4
yellowcloth,minecraft:wool,4
yellowcotton,minecraft:wool,4
ycloth,minecraft:wool,4
ywool,minecraft:wool,4
ycotton,minecraft:wool,4
lightgreenwool,minecraft:wool,5
lightgreencloth,minecraft:wool,5
lightgreencotton,minecraft:wool,5
lgreencloth,minecraft:wool,5
lgreenwool,minecraft:wool,5
lgreencotton,minecraft:wool,5
lightgrecloth,minecraft:wool,5
lightgrewool,minecraft:wool,5
lightgrecotton,minecraft:wool,5
lgrecloth,minecraft:wool,5
lgrewool,minecraft:wool,5
lgrecotton,minecraft:wool,5
limecloth,minecraft:wool,5
limewool,minecraft:wool,5
limecotton,minecraft:wool,5
lcloth,minecraft:wool,5
lwool,minecraft:wool,5
lcotton,minecraft:wool,5
pinkwool,minecraft:wool,6
pinkcloth,minecraft:wool,6
pinkcotton,minecraft:wool,6
picloth,minecraft:wool,6
piwool,minecraft:wool,6
picotton,minecraft:wool,6
darkgraywool,minecraft:wool,7
darkgraycloth,minecraft:wool,7
darkgraycotton,minecraft:wool,7
darkgreywool,minecraft:wool,7
darkgreycloth,minecraft:wool,7
darkgreycotton,minecraft:wool,7
dgraycloth,minecraft:wool,7
dgraywool,minecraft:wool,7
dgraycotton,minecraft:wool,7
dgreycloth,minecraft:wool,7
dgreywool,minecraft:wool,7
